Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Honduras,HND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.94272,,,,,,93.92431,,,95.15069,95.925,94.98095,95.06649,95.67707,96.00751,96.12654,,96.51584
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,57.86059,58.45166,58.55951,59.08217,59.41043,59.05975,58.67279,58.69978,58.72682,58.5036,58.7451,59.16815,58.97241,59.79341,60.35938,60.87028,62.57451,63.39078,65.2088,64.41794,63.51694,64.99987,64.69439,65.63202,66.35539,68.81781,70.82815,71.15378,72.12926,72.87922,73.49469,74.51069,74.99119
Croatia,HRV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.63589,,,,,,,,,,99.64864,,,,,,,,,,99.72363,,,,,,,
Haiti,HTI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,51.15302,,,,,,,,,,,,,,,,,,,,,81.61633,,,72.34672,,,,,,,,,,82.99425,,
Hungary,HUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,99.37115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,,,,
IBRD only,IBD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,76.47738,76.5463,76.83007,77.6161,78.386,79.10555,79.76248,80.51982,81.06235,81.7242,82.29524,82.82225,83.68132,84.4001,84.84044,85.30954,85.62894,85.97362,86.17485,86.45223,86.76207,87.13342,88.32911,89.3023,89.62299,90.38933,90.35827,90.80143,91.36262,92.13948,92.50612,92.68779,93.34344,93.8679,93.95722,93.95593,94.22234,94.56782,94.84178,95.1523,95.40344,95.4991,95.67784,95.88198
IDA & IBRD total,IBT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.8937,72.9461,73.19511,73.85159,74.49481,75.08662,75.63267,76.28966,76.77118,77.35408,77.8642,78.32797,79.09074,79.83384,80.26423,80.69194,80.89133,81.26447,81.50905,81.77806,82.04447,82.37828,83.34874,84.22051,84.60504,84.96549,85.02762,85.62672,86.2227,87.08813,87.24464,87.34787,87.62933,88.32102,88.45145,88.46793,88.73325,89.19401,89.50078,89.80181,90.08902,90.31701,90.51572,90.71134
IDA total,IDA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,56.32586,56.61686,56.9045,57.22929,57.60706,57.92953,58.44421,59.53834,60.23761,60.87573,61.00961,61.98939,62.92121,63.67553,64.28611,64.91444,65.53543,66.50748,67.49691,66.78858,67.37303,68.61436,69.41589,70.69124,70.36109,70.43211,69.82649,71.38759,72.03852,72.54308,73.26094,74.53386,75.42821,76.18029,76.9878,77.90301,78.46917,78.93215
IDA blend,IDB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,61.89126,61.95358,62.15215,62.3615,62.61017,62.90006,63.52954,64.18417,64.84021,65.60804,66.14782,68.50927,70.53217,71.45124,72.32311,73.20071,73.92811,74.44905,75.21409,71.56652,72.20971,72.61306,73.23585,73.90139,73.23487,74.09178,73.81888,74.37094,74.68365,75.02067,75.1183,76.22079,76.10434,76.79236,77.48032,78.13172,78.2361,78.91063
Indonesia,IDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,85.43709,,,,,,,,,,96.20756,,,,,,,,,,,,,,98.70546,,96.65104,,99.46011,99.47374,,98.778,,,99.68022,99.67007,99.66881,,99.70708
IDA only,IDX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,53.55202,53.95434,54.28714,54.67184,55.11669,55.45441,55.9121,57.22555,57.94636,58.51917,58.44863,58.73398,59.11175,59.77338,60.24275,60.72997,61.28347,62.47309,63.56741,64.35106,64.90168,66.56805,67.45782,69.04296,68.88328,68.54597,67.76446,69.84415,70.66922,71.26175,72.30452,73.66982,75.08395,75.87047,76.73984,77.78845,78.58541,78.94284
Isle of Man,IMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,53.78457,,,,,,,,,,61.90028,,,,,,,,,,76.4257,,,,,81.13086,,,,,86.14488,,,,,,,91.66404
Not classified,INX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,56.45386,,,,,,,,,,75.2049,,,,,86.97426,,,,,93.0283,,,,,,,,,97.43153,96.64371,,97.87143,,,,98.0144,97.7773,97.93787,,98.10135,,
Iraq,IRQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7968,,,,,,,,,,,,83.5,80.8,88.8,,90.9,93.5,
Iceland,ISL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,98.56286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.64338,,,,,,,,,,,,,,,,,,,,99.81213,,,,,,,,,,99.85964,,,,,,,99.93
Jamaica,JAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.60341,,,,,,,,,,,,,,,96.3,,,,
Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,90.50849,,,,,,,,,,,,,,,,,,,,,,,,99.13259,,98.97539,,98.94934,,,98.76235,99.14868,99.10572,,,,,,99.34374
Japan,JPN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72572,,,,,,,,,,99.84513,,,,,,,,,,99.83451,99.89736,,,,,,,,99.89736
Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52818,,,,,,,82.39047,,,,,,,86.52563,,,,87.83
Kyrgyz Republic,KGZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.69563,,,,,,,,,,99.75185,,,,,,,,,99.75
Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.31821,,,,,,83.38286,,,,87.47138,87.13246,,,,,90.14187,92.21236,,,
Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.22216,,,,,78.97544,,,,,87.45606,,,,,,,,,,92.04306,,,,,,,,,,99.73336,98.51217,98.44723,98.64335,,98.89911,,98.78226,99.15375,,99.25909,,99.24358,99.08013
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,86.39432,86.42516,86.73667,87.06546,87.40501,87.62428,87.72285,87.94672,88.15322,88.35682,88.56004,88.76916,88.95816,89.16676,89.45862,89.7805,90.07464,90.75321,91.44407,92.12034,92.78748,93.45884,93.80762,93.91847,94.22756,94.4352,94.66078,94.78705,95.20881,96.04958,96.18829,96.38647,96.47971,96.78648,96.93727,97.26064,97.12869,97.58829,97.77512,97.74766,98.11979,98.20851,98.34314,98.39503,98.47703
Lao PDR,LAO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13363,,,,,80.59856,78.45799,,,,83.93106,,,,,,72.05623,,,,92.46264,,,
Lebanon,LBN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71479,,99.24335,,,,,,,,,99.75182
Liberia,LBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,47.63379,,,,,,,,,,,,,,,,,,,,,,,49.07411,,,,,,,,,,55.3987,
Libya,LBY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,89.3379,,,,,,,,,,97.9,,,,,,,,,,99.6,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,87.71196,87.71935,87.98009,88.2571,88.54853,88.73332,88.81055,88.99915,89.17108,89.34542,89.52158,89.70509,89.87473,90.05005,90.34873,90.67628,90.9416,91.54891,92.16847,92.77413,93.37169,93.9708,94.28281,94.38708,94.67209,94.86089,95.06269,95.18426,95.56746,96.32663,96.46162,96.64995,96.75883,97.02249,97.16205,97.47266,97.34586,97.78465,97.93534,97.91309,98.22921,98.30261,98.4271,98.46508,98.54197
Least developed countries: UN classification,LDC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,51.72896,52.15099,52.48389,52.85505,53.29186,53.60855,54.05718,55.46514,56.18238,56.76045,56.62612,56.89583,57.26632,57.94951,58.81393,59.28879,59.82433,61.06226,62.18457,62.67717,63.15637,64.83817,65.8446,67.51443,67.26539,66.82657,65.76767,67.97557,69.3027,69.94454,71.10161,72.64611,74.20123,74.96888,75.92133,77.06416,77.92856,78.3191
Low income,LIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,56.31957,57.02997,57.56775,58.31152,58.96394,59.60314,60.1285,59.86052,59.62276,59.70153,59.79768,60.18981,60.39236,60.76921,60.53913,60.82624,60.945,61.36453,63.30876,63.86074,65.72961,64.94856,65.25254,66.53002,66.05589,67.5951,67.85494,70.2123,72.18418,72.36996,73.10395,73.71168,74.22093,75.16231,75.55573
Liechtenstein,LIE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,91.04334,,,,,,,,,,,,,,,,,,,,95.58863,,,,,97.48406,,97.9818,,98.15793,,,,,,98.68899,98.85646,98.78194
Lower middle income,LMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,61.39604,61.50549,62.05162,62.54671,62.98391,63.32921,63.60555,64.0822,64.46322,64.89722,65.35802,65.80689,67.01324,67.46797,68.38608,69.24418,69.96215,71.14965,72.00024,72.91564,73.71553,74.56574,75.28762,77.51451,78.46529,78.60305,79.29959,80.03015,80.88274,81.59968,82.08284,82.2876,82.55452,84.23602,84.67409,84.94041,85.19934,85.99031,86.93522,87.63601,88.35201,88.88886,89.29466,89.7378
Low & middle income,LMY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.46,72.52984,72.80162,73.48813,74.16133,74.78175,75.35588,76.03989,76.54321,77.14641,77.6734,78.14911,78.92677,79.67675,80.10739,80.53539,80.73042,81.0978,81.33376,81.59438,81.85382,82.18344,83.1583,84.03486,84.42127,84.7863,84.85131,85.46333,86.07188,86.95225,87.11437,87.21991,87.50857,88.20957,88.34124,88.36092,88.62765,89.09595,89.40685,89.7138,90.00287,90.23424,90.4376,90.63658
Lesotho,LSO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9269,,,,,,,,,83.19441,,,,,86.6322,,,,
Late-demographic dividend,LTE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,85.81404,85.83916,86.78332,87.69285,88.56553,89.30775,90.0636,90.47051,91.00193,91.49205,91.91291,92.35908,93.4961,93.61961,93.74405,93.83797,93.88809,93.94589,93.99344,94.05746,94.27573,96.29427,96.38269,96.48851,97.48662,96.78979,96.95404,97.28159,98.21199,98.33516,98.46111,98.7488,98.81113,98.83592,98.83225,98.96455,99.15822,99.22938,99.27649,99.29368,99.35594,99.39216,99.43443
Lithuania,LTU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.67376,,,,,,,,,,,,99.70167,,,,,,,,,,99.8558,,,,,,,
Luxembourg,LUX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78441,,,,,,,,,,,99.75026,,,,,,,,,,,99.83543,,,,,,,99.82
"Macao SAR, China",MAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,94.70312,,,,,,,,,,,,,,,,,,,,99.63354,,,,,99.64424,,,,,99.6729,,,,,99.79874,,
St. Martin (French part),MAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,44.13794,,,,,,,,,,,,58.43489,,,,,,,,,,70.45759,,,,77.86296,79.47369,,81.51007,91.22096,,,,,,97.73
Monaco,MCO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72935,,,,,,,,,,,99.52508,,,,,,,,,,,,99.45616,,99.81101,,,,
Madagascar,MDG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.23622,,,,,,,,,64.94025,,,76.82916,,,,,,81.19837
Maldives,MDV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,85.60898,,,,,,,,95.53619,,,,,98.19962,,,,,98.17012,,,,,98.17012,,,,,,99.30101,,,,,,,,99.26838,,98.75365,,
Middle East & North Africa,MEA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,59.17698,59.80673,60.46739,61.05839,61.85524,62.62771,63.42077,64.31712,65.29129,66.21057,67.41738,68.7739,70.1263,71.60419,72.69026,73.95806,75.13626,77.46484,78.99827,80.04139,80.00975,80.94977,82.25943,83.22401,83.9837,84.63151,85.31647,85.94498,86.71948,87.59542,88.54904,89.09169,89.53659,89.57164,90.19404,90.92235,88.67489,88.94845,88.99927,89.89291,90.44053,90.63163,90.76015,89.3989,89.69094,89.89539
Mexico,MEX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,91.9472,,,,,,,,,,95.41824,,,,,,,,,,96.61228,,97.60458,,97.56444,97.63584,97.89566,98.15609,98.3823,98.52466,98.43452,98.46177,98.87542,98.5645,99.00004,98.94471,99.1162,99.12469,99.31845
Marshall Islands,MHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.45878,,,,,,,
Middle income,MIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,74.18945,74.23104,74.48248,75.1763,75.85423,76.47909,77.04188,77.72983,78.22421,78.82766,79.34846,79.82907,80.62581,81.40646,81.84783,82.30104,82.57397,83.0379,83.33503,83.66079,83.95856,84.34297,85.42539,86.46529,86.90865,87.33994,87.3974,87.88753,88.52336,89.32065,89.62608,89.75107,89.97572,90.87813,90.90861,90.97489,91.04856,91.39607,91.80852,92.1399,92.46387,92.72766,92.88392,93.11619
North Macedonia,MKD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86117,,,,,,,,98.7427,,,,,,,,,,,,98.6,,,,
Mali,MLI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,19.64623,,,,,,,,,,,,,,,,,,,,,,24.18667,,,,,,,,38.81612,,,,44.30171,47.13698,,,,49.36653,,,50.1347
Malta,MLT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,97.86696,,,,,,,,,,96.03227,,,,,,,,,,98.26503,,,,,,98.88194,,,,,,,99.30071
Myanmar,MMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,84.89707,,,,,,,,,,,,,,,,,94.58631,,,,,,,,,,,,,,,,84.75116,,
Middle East & North Africa (excluding high income),MNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,56.05779,56.75196,57.43829,58.15561,58.77412,59.62086,60.44735,61.30667,62.28156,63.28775,64.20811,65.504,66.9583,68.4305,69.98756,71.12478,72.3951,73.58738,76.07612,77.69349,78.87001,78.76791,79.77247,81.18044,82.16496,82.93966,83.46172,84.18865,84.86741,85.65807,86.58071,87.71653,88.27959,88.7304,88.69299,89.31462,90.07526,87.47195,87.76475,87.68305,88.67626,89.29372,89.51443,89.65881,88.11003,88.42206,88.64732
Montenegro,MNE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,98.73014,,,,,,,,,,99.14586,,,,,,,,,,,,99.41027,,,,,,,,99.21182,,,,,,,99.11
Mongolia,MNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.71012,,,,,,,,,,98.46025,,,,,,,,98.63
Northern Mariana Islands,MNP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,43.64436,,,,,,,,,,,,,,,,,46.97,,,,,,61.89289,,,,,,67.14964,,,,,,70.5251,,70.91245,
Mauritania,MRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.33665,,,,,,,56.12243,,,,,,,,,,63.94781,
Mauritius,MUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.19199,,,,,,,,,,94.53896,,,,,,,,,,,98.13035,,,,,,,99.04203
Malawi,MWI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.01769,,,,,,,,,,,76.0075,,,,,,,,,,,,72.13956,,,,76.08191,72.93561,,,
Malaysia,MYS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,87.96864,,,,,,,,,,,95.56388,,,,,,,,,97.2378,,,,,,,,,,98.41871,,,,,,97.61447,97.27256,96.85033
North America,NAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.11243,,,,,,,,,,92.42438,,,,,,87.09541,,,,94.41944,,,,,,,95.1649
New Caledonia,NCL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,97.46416,,,,,,,,,,,,,98.75698,,,,,,,99.09288,,,,,,,,,,,,,,,,,,99.2,,,,
Niger,NER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79119,,,,36.54678,,,,,,,39.78773,,,,,,
Nigeria,NGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.18906,,,,,,,,,,,,68.99378,,,,,66.38354,,,,,,,,,,75.02875
Nicaragua,NIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22252,,,,87.00925,,,,,,,,,,91.57178,,,
Netherlands,NLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,30.03845,,,,,,,,,,49.60372,,,,,,,,,,70.05362,,,,,,,,,,84.75715,,,,,,,92.39381
Nauru,NRU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
