Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
New Zealand,NZL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.28133,,,,,97.62982,,97.74373,,,,99.09432,99.15373,98.70356,98.66244,98.61783
Other small states,OSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,83.40319,83.64844,83.86145,84.26693,84.72831,85.21236,85.44113,85.8079,85.94305,86.13314,86.1981,86.36286,86.75786,87.19033,87.67167,87.95934,87.96247,88.44131,88.61881,88.74889,88.83495,88.97297,88.53325,88.027,88.30595,87.45155,86.984,87.549,87.7804,88.10962,88.46619,89.26521,88.93432,89.2572,89.64841
Pakistan,PAK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,34.78335,,,,,,,,,,,,,,,,,55.33052,,,,,,,65.08658,69.1658,66.28471,71.11291,70.67627,71.25962,70.76933,72.58342,71.63622,72.7954,,,74.52638,
Panama,PAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,96.1062,,,,,,,,,,95.08678,,,,,,,,,,96.07985,,,,,,,,,,97.63853,,,,,,,,99.09909
Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.1198,,,,,,,,,,,,95.36663,,,,,,,,,,,96.75563,97.12376,97.75713,97.35622,,,,,98.69816,,98.97753,99.00954,98.88349,99.05748,99.02376
Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,91.78899,,,,,,,,,,96.57808,,,,96.03677,,,,,,95.08975,,,95.05721,,,,,97.7508,,,,,98.10835,,99.0826,,,
Palau,PLW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,94.27578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83838,,98.66444,,,
Papua New Guinea,PNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67899,,,,,,,,,,67.9,,,,,,,,
Poland,POL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,99.79683,,,,,,,,,,99.79683,,,,,,,,,,99.79683,,,,,,,,,,99.79683,,,,,,,,,,
Pre-demographic dividend,PRE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89504,64.73571,65.15865,65.84617,66.32385,66.02167,66.23585,66.61383,67.05225,67.11745,67.58857,68.1523,68.10785,68.94214,66.69592,67.14631,67.60372,67.90441,68.64005,67.88502,66.66623,66.23468,65.77649,65.23418,65.80821,67.87456,69.64794,69.9546,70.80922,71.5159,72.09625,73.00987,73.69954
Puerto Rico,PRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,93.74586,,,,,,,,,,93.16688,,,,,,,,,,,,,,,,,,,,98.83418,,,,,,,92.38983,
"Korea, Dem. Peopleâ€™s Rep.",PRK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99964,,,,,,,,,,
Portugal,PRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,97.94135,,,,,,,,,,99.19949,,,,,,,,,,,,,,,,,,,,99.43512,,,,,,,99.66392
Paraguay,PRY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,89.58786,,,,,,,,,,95.60734,,,,,,,,,,,,,,,98.79446,97.96424,98.49729,98.61045,,98.17792,98.89913,98.7138,98.6536,98.4506,,98.28152
West Bank and Gaza,PSE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.04654,,,,,,,98.94182,,99.09138,99.03705,99.01731,99.23326,99.24204,99.31232,99.28733,99.34833,99.36351,99.34061,99.38371,,99.33625
Pacific island small states,PSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.90961,95.99113,96.08911,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,89.54293,,,,,,,,,,,94.79075,,,,,,,95.92071,,,99.0601,95.68699,97.75925,,,,91.79358,93.64452,,95.46365,94.64411,
Romania,ROU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.10746,,,,,,,,,,97.76149,,,,,,,,,98.99569,,,,,,,99.42919
Russian Federation,RUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7196,,,,,,,,,,,,,99.7246,,,,,,,,99.7096,,,,,,,,99.69845
Rwanda,RWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,52.26193,,,,,,,,,,,,,74.89654,,,,,,,,,77.62033,,,,,,,,,,77.34463,,82.33075,,85.06624,,,,86.49277
South Asia,SAS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,47.82542,47.79527,48.51424,49.16745,49.78331,50.25498,50.52751,51.21977,51.78861,52.35175,52.94523,53.57514,54.21962,54.81504,56.09731,57.30182,58.24777,59.93825,61.41478,62.62181,63.80913,64.96912,66.0069,69.54834,70.82187,71.9553,72.94054,74.03113,75.20079,76.20471,77.17958,78.27749,78.77081,81.04229,81.96907,82.21069,82.93099,83.87319,85.17338,85.98569,86.96437,88.08788,88.62944,89.26855
Saudi Arabia,SAU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85561,,,,,,,,95.91316,,,,95.84969,,,,,,,,,99.22177,,,,99.30188,
Sudan,SDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.15559,,,,,,,,65.80535,,,,,,,,,,73
Senegal,SEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8661,,,,,,,,,,,,,,49.12449,,,,50.85166,,,65.01491,,66.03274,,55.89594,,,,69.47841,
Singapore,SGP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,96.28812,,,,,,,,,,98.9667,,,,,,,,,,99.5046,,,,,,,,,,99.75182,99.8872,99.89494,99.89861,99.90047,99.7849,99.92658,99.93044,99.92963
Solomon Islands,SLB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.92761,,,,,,,,,57.02213,,,,,66.6486
El Salvador,SLV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.94664,,,,,,,,,,,,,,94.95099,93.56494,95.95747,95.02206,96.03446,96.54509,,97.22419,,97.94933,98.00859,97.98045,97.97372
San Marino,SMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
Somalia,SOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30869,,,,,99.71982,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,63.57432,63.87833,64.52177,64.83185,65.45079,66.01023,66.09737,66.34245,66.69763,67.03215,67.13973,67.53219,68.01691,68.00476,68.71965,66.88188,67.35682,68.57653,68.97969,70.52877,69.40905,68.43741,68.88978,68.59266,69.38785,69.98287,71.83363,73.41689,73.71203,74.42399,75.02964,75.53859,76.17895,76.57811
South Sudan,SSD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.70228,,,,,,,,,,47.90096
Sub-Saharan Africa,SSF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,63.58029,63.88406,64.52719,64.83702,65.4557,66.01494,66.10203,66.34698,66.70206,67.03646,67.14392,67.53623,68.02078,68.00855,68.72327,66.88565,67.3605,68.58001,68.98305,70.53184,69.41212,68.44045,68.89267,68.59548,69.3905,69.9854,71.83591,73.41895,73.71399,74.42582,75.03134,75.54018,76.18042,76.57948
Small states,SST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.26819,87.50808,87.78165,87.89748,88.12749,88.20013,88.32177,88.36307,88.52009,88.83132,89.17186,89.55065,89.79632,89.82824,90.20195,90.35662,90.47169,90.55024,90.66783,90.32308,90.00744,90.21304,89.58107,89.23083,89.65158,89.81539,90.13818,90.42681,91.01677,90.75256,90.98322,91.27057
Sao Tome and Principe,STP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,82.39922,,,,,,,,,,93.84996,,,,,,,,,,95.41546,,,,,,,80.20316,,,,96.7384,,,,,,97.78255
Suriname,SUR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.88114,,,,99.41642,,98.37664,,97.6679,,,,,,98.64556
Slovak Republic,SVK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.75774,,,,,,,,,,,,,99.8,,,,,,,,,,99.8,,,,
Sweden,SWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,75.45244,,,,,,,,,,83.74824,,,,,,,,,,,,,,91.86324,,,,,,,,,,93.5023,,,,,,,,95.46937
Sint Maarten (Dutch part),SXM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.64999,,,,,,,98.81331,,,,,,,,99.06477,,,,,,,,98.97134,,,,,,,,99.07
Syrian Arab Republic,SYR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,74.2764,,,,,,,,,,,,,,,,,,,,,95.18883,,92.45381,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.34738,,,,,,,37.55735,,,,41.67312,,,,,,,,,,,38.77242,30.79161,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,83.232,83.36283,84.59329,85.81089,86.96748,87.99059,88.99583,89.5687,90.26402,90.88491,91.40698,92.63804,93.9515,94.10394,94.24303,94.23379,94.2114,94.16195,94.21422,94.26605,94.46076,96.68706,96.7528,96.82489,97.84111,96.96873,97.07626,97.23953,98.2138,98.29167,98.23361,98.50067,98.87974,98.8442,98.82804,98.40607,98.43787,98.46217,98.65574,98.70607,98.72376,98.75681,98.78344
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,97.9072,98.41379,98.42959,98.4283,98.45006,98.47778,98.47643,98.51591,98.52887,98.56439,98.6023,98.6393,98.67525,98.71524,98.74701,98.8054,98.78482,98.90364,98.93327,98.95616,98.95549,98.92073,99.03241,99.03243,99.05879,99.09971,99.3793,99.45265,99.53728,99.58257,99.62545,99.64995,99.6751,99.72597,99.72953,99.7469
Togo,TGO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.43957,,,,,,76.45294,,,81.73599,,79.88591,,,,84.29011,,,
Thailand,THA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,96.86735,,,,,,,,,,,,,,,,,,,,97.97539,,,,,98.0509,,,,,96.59757,,,98.31388,,98.14663,,,98.13717
Tajikistan,TJK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.70358,,,,,,,,,,,99.84706,,,,,,,,,,,,,,99.9,,,,
Turkmenistan,TKM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81042,,,,,,,,,,,,,,,,,,,99.8,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,87.33299,87.34486,87.61687,87.90147,88.19809,88.38353,88.45804,88.64758,88.82092,88.99827,89.17869,89.36791,89.54515,89.72787,90.04537,90.39493,90.68191,91.32235,91.9751,92.6127,93.24022,93.86725,94.19621,94.31093,94.61001,94.80829,95.01761,95.13385,95.51624,96.28251,96.41106,96.59476,96.70453,96.97186,97.11271,97.43094,97.30054,97.74882,97.90311,97.88083,98.20384,98.30925,98.43443,98.47127,98.54783
Timor-Leste,TLS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.52868,,,,,,,,83.53903
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,55.71545,56.41893,57.1122,57.8352,58.45726,59.30839,60.13845,61.00149,61.98125,62.99198,63.91611,65.21976,66.68448,68.16857,69.73785,70.88449,72.16613,73.36905,75.88091,77.51253,78.69905,78.59269,79.60417,81.02349,82.01556,82.79554,83.32038,84.05271,84.73685,85.53422,86.4521,87.59899,88.16685,88.61938,88.57767,89.20244,89.96802,87.3249,87.61548,87.5261,88.52772,89.14802,89.36729,89.51045,87.93396,88.24876,88.47685
Tonga,TON,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,99.81927,,,,,,,,,,,,,,,,,,,,99.30874,,,,,,,,,,99.42476,,,,,99.43703,,,,,,,99.44112
South Asia (IDA & IBRD),TSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,47.82542,47.79527,48.51424,49.16745,49.78331,50.25498,50.52751,51.21977,51.78861,52.35175,52.94523,53.57514,54.21962,54.81504,56.09731,57.30182,58.24777,59.93825,61.41478,62.62181,63.80913,64.96912,66.0069,69.54834,70.82187,71.9553,72.94054,74.03113,75.20079,76.20471,77.17958,78.27749,78.77081,81.04229,81.96907,82.21069,82.93099,83.87319,85.17338,85.98569,86.96437,88.08788,88.62944,89.26855
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,63.58029,63.88406,64.52719,64.83702,65.4557,66.01494,66.10203,66.34698,66.70206,67.03646,67.14392,67.53623,68.02078,68.00855,68.72327,66.88565,67.3605,68.58001,68.98305,70.53184,69.41212,68.44045,68.89267,68.59548,69.3905,69.9854,71.83591,73.41895,73.71399,74.42582,75.03134,75.54018,76.18042,76.57948
Trinidad and Tobago,TTO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,99.2194,,,,,,,,,,99.3,,,,,,,,,,99.4,,,,,,,,,,99.6,,,,,,,,
Tunisia,TUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,74.28412,,,,,,,,,,,,,,,,,,,,94.33898,,,96.29969,96.79426,,97.17172,97.30444,96.865,,96.2091,,,,
Turkey,TUR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,80.05492,,,,,84.69108,,,,,90.90142,,,,,92.54366,,,,,,,,,,,,,,95.6035,96.11855,96.1815,96.36235,,97.80747,98.22459,98.70935,99.01602,99.22743,99.35848,99.49439,99.62136,99.75087,
Tuvalu,TUV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7533,,,,,,,,,,,,,,78.39605,,,,,,,,74.56052,,85.94,,,85.75514,,,
Uganda,UGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.80079,,,,,,,,,,,80.79116,,,,84.06565,,,,87.40883,,83.65888,,,,,,89.39631
Ukraine,UKR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.80486,,,,,,,,,,,99.96976,,,,,,
Upper middle income,UMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,84.7475,84.88803,85.88235,86.86233,87.76723,88.53847,89.33136,89.82869,90.49744,91.03061,91.53073,92.01373,93.14432,93.31807,93.62016,93.77855,93.89683,94.01386,94.12903,94.28908,94.49872,96.30776,96.38321,96.49544,97.40164,96.77489,96.9481,97.25411,98.08452,98.18756,98.24998,98.49292,98.59775,98.27993,98.26692,98.32024,98.35452,98.32814,98.39622,98.36827,98.39879,98.30911,98.31697
Uruguay,URY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,98.29623,,,,,,,,,,98.62861,,,,,,,,,,,98.58024,,,,,,,,,,98.71252,98.75914,98.96814,98.86148,98.78419,98.86222,98.95525,98.92976,98.83889,98.9276,99.15247,98.9326,98.88027
United States,USA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.87435,,,,,,,,,,,,,100,99.99996,99.99996,100,,99.99996
St. Vincent and the Grenadines,VCT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,97.96292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.11176,,,,,,,,,95.43903,,,,,,,,,,,97.19934,,,,,,98.39878,,98.5333,,97.55916,,,,99.00763,98.75951,,
British Virgin Islands,VGB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,95.02512,,,,,,,,,,93.73426,,,,,,,,,,94.09706,94.83651,,,,,,,,,97.09167,,,,,,,,,98.4081
Vanuatu,VUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,71.8296,,,,,77.2,,,,,,,,,,86.1,,,,,,,,,,91.8,,,,,,,,,,95.3,,,,96.28212
World,WLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,77.37686,77.38483,77.57197,78.09766,78.60263,79.04915,79.45245,79.93809,80.27112,80.69023,81.05307,81.381,81.98084,82.589,82.90867,83.2313,83.36245,83.6029,83.77657,83.97909,84.18273,84.45148,85.27729,86.02046,86.34386,86.66608,86.6769,87.18972,87.69406,88.47087,88.60354,88.6866,88.94373,89.55155,89.67347,89.67942,89.91043,90.32417,90.6006,90.88249,91.13176,91.33083,91.5036,91.66937
Samoa,WSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04444,,,,,,,,,,,,,,,,,,,,99.23566,,,,,,,99.12348
Kosovo,XKX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.22214,,,,,,,,,,77,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,85.16585,,,,,,,,,,,,,,,,93.90515,,,,,,,,,,,97.57078,,98.36509,98.64413,98.78966,98.88204,,98.88228,98.95578,,95.32382,
Zambia,ZMB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.38116,,,,,,,,,69.45722,,,69.08881,,,,,64.04964,,,88.71456,,,,,,,,92.09157
Zimbabwe,ZWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,89.02185,,,,,,,,,,95.41136,,,,,,,,,,,,,,,,,,,90.9307,,,90.42812,,,,